,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2076.399,2081.52,πληρώνουμε σωστά τους γιατρούς γιατί,plironume sosta tuz jatruz jati
1,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2078.679,2084.04,καλά τους πληρώνουμε τζαί καμία ένσταση,kala tus plironume dze kamia enstasi
2,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2081.52,2088.879,Αλλά ήντα σημαίνει να πληρώνεται κάποιος,ala ida simeni na plironete kapios
3,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2084.04,2090.24,πάροχος υγείας δίγιατρός ε σωστά αλόπως,parochos ijiaz thijatros epsilon sosta alopos
4,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2088.879,2092.56,έννα πρέπει να αλλάξουν τα κριτήρια,ena prepi n alaksun da kritiria
5,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2090.24,2095.359,καταβολής αυτών των των κινήτρων τζαί ήντα,katavolis afton don doŋ ɡinitron dze ida
6,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2092.56,2096.96,σημαίνει παραγωγικότητα,simeni paraghojikotita
7,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2095.359,2098.76,Ωραία,orea
8,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2096.96,2100.32,Είναι λίγο πολύπλοκο αλλά προσπαθήσω να,ine ligho poliploko ala prospathiso na
9,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2098.76,2103.92,το εξηγήσω,to eksijiso
10,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2100.32,2105.839,Όταν έγινε η συμφωνία των κινήτρων το,otan ejine i simfonia toŋ ɡinitron do
11,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2103.92,2107.119,για τότε ήταν μια σωστή συμφωνία Ο,ja tote itan mnya sosti simfonia omikron
12,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2105.839,2110.16,οργανισμός τώρα ξεκινούσε την,orghanismos tora ksecinuse tin
13,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2107.119,2112.28,εντονοσοκομιακή τζαί έπρεπε να κρατήσει,edonosokomiaci dze eprepe na kratisi
14,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2110.16,2114.48,τους καλούς γιατρούς στο δημόσιο για να,tus kaluz jatrus sto thimosjo jana
15,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2112.28,2116.64,μην πάνε όλοι να ιδιωτεύσουν Άρα έπρεπε,mim bane oli na ithiotefsun ara eprepe
16,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2114.48,2118.839,να τους δοθεί κάτι επιπρόσοτα από αυτά,na tuz thothi kati epiprosot apo afta
17,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2116.64,2121.0,που έπαιρνα Σιγά δόθηκαν πολλά Είναι,pu eperna sigha thothikam bola ine
18,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2118.839,2123.119,αναβάθμιση κλιμακών από την στη να,anavathmisi klimakon apo tin sti na
19,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2121.0,2124.48,ξεκινούν τζαί το καθεξής,ksecinun dze to katheksis
20,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2123.119,2126.52,Παραγωγικότητα έννα μιλάμε για έναν,paraghojikotita ena milame ja enan
21,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2124.48,2128.24,οργανισμό του οποίου λέμε να έρθει τζαί,orghanismo tu opiu leme na erthi dze
22,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2126.52,2130.4,να,na
23,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2128.24,2133.72,επιβιώσει τζαί οικονομικά να είναι,epiviosi dze ikonomika na ine
24,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2130.4,2137.119,Για να σαι για να,jana se jana
25,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2133.72,2139.079,πληρώνεις ε κίνητρα επιπρόθεστα πρέπει,plironis epsilon cinitra epiprothesta prepi
26,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2137.119,2140.52,να κερδοφορείς Αν εν κερδοφορείς,na certhoforis an eŋ ɡerthoforis
27,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2139.079,2142.32,μπορείς να πληρώσεις επιπρόσθεστα γιατί,boriz na plirosis epiprosthesta jati
28,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2140.52,2144.839,κάποιες κλινικές είναι παραγωγικές,kapies klinices ine paraghojices
29,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2142.32,2146.64,κάποιες όι Παραγωγικ μη,kapies oɪ paraghojik mi
30,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2144.839,2148.839,παραγωγικές κλινικές όμως είναι οι,paraghojices klinices omos ine i
31,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2146.64,2151.88,κλινικές τις οποίες μόνο εμείς έχουμε,klinices tis opiez mono emis echume
32,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2148.839,2155.24,Γρηγόριος κλινική θαλασσεμία μεγάλες,ghrighorios klinici thalassemia meghales
33,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2151.88,2157.319,παθολογικές κλινικές τζαί ούτω καθεξής Ε,patholojices klinices dze uto katheksis epsilon
34,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2155.24,2158.88,αυτοί ας παίρνουν να πληρώνονται σωστά,afti as pernun na plironode sosta
35,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2157.319,2160.2,αφού εν μπορούν να βγάλουν το κάθετο,afu en borun na vghalun do katheto
36,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2158.88,2162.72,εν μπορούν να εν έχουν να,en borun na en echun na
37,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2160.2,2164.16,μπορώ να κάνουν όξα ακόμα τζαί εντατικές,boro na kanun oks akoma dze edatices
38,/kaggle/input/audio-files/Audio_Files/FXGlAHbXWJ0.wav,2162.72,2166.04,Όλα αυτ εντατική έννα έσιει σένα ηλικιωμένο,ol aft edatici ena esji sena ilicomeno
