,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,13.559,18.0,Λοιπόν Μαρία μου καλωσόρισες Είναι,lipon maria mu kalosorises ine
1,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,15.44,20.199,τιμή μου που είσαι η πρώτη μας καλεσμένη,timi mu pu ise i proti mas kalesmeni
2,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,18.0,23.68,στο,sto
3,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,20.199,26.279,Ουάου έννα πω εγώ να ξέρεις είμαι,uau ena po egho na kseris ime
4,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,23.68,28.439,καλότυχη Φερνογούρης συνήθως είμαι,kalotiçi fernoghuris sinithos ime
5,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,26.279,30.88,σίγουρος διότι αν λάβει κανείς υπόψιν,sighuroz thioti an lavi kanis ipopsin
6,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,28.439,33.76,τις επιτυχίες που είχε στο στίβο ε,tis epitiçies pu içe sto stivo epsilon
7,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,30.88,36.52,Χαρκόυμαι ότι εννεν τυχαίο πέρα από τον,charkoime oti enen diçeo per apo ton
8,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,33.76,38.559,αγώνα που πρέπει να δίνεις για να,aghona pu prepi na thiniz jana
9,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,36.52,42.64,φτάσεις σε ένα σημείο Προταθλητησμου αλλά,ftasis se ena simio protathlitismu ala
10,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,38.559,44.92,αλήθεια η ιστορία σου έγινε λίγο πολύ,alithça i istoria su ejine ligho poli
11,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,42.64,47.64,γνωστή γιατί εσύ επέλεξες να τη,ghnosti jati esi epeleksez na ti
12,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,44.92,50.0,δημοσιοποιήσεις έτσι Ναι χωρίς να το,thimosjopiisis etsi ne choriz na to
13,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,47.64,52.32,περιμένω το ότι είναι να γίνει αλλά,perimeno to oti ine na jini ala
14,/kaggle/input/audio-files/Audio_Files/_v65uDbQTvg.wav,50.0,55.96,αλήθεια είναι αυτό ναι λοιπόν όμως πριν,alithça ine afto ne lipon omos prin
