,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,995.36,998.53,ε,epsilon
1,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1019.399,1022.399,α,alfa
2,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1058.36,1061.36,α,alfa
3,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1117.76,1120.2,σε,se
4,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1123.2,1128.559,καλύτερα,kalitera
5,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1125.28,1130.96,ναι αντέδρασα υπερβολικά πριν αλλά,ne adethrasa ipervolika prin ala
6,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1128.559,1135.45,σοκαρίστηκα με αυτό το μακάβριο,sokaristika me afto to makavrio
7,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1130.96,1147.96,αστείο μια χαρά είμαι μην ανησυχείς εσύ,astio mnya chara ime min anisiçis esi
8,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1147.96,1155.6,δάφνη σταμάτα να πίνεις έννα σουρώσει τζαί,thafni stamata na pinis ena surosi dze
9,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1151.0,1155.6,έννα σε πάρω με σηκωτή σταμάτα σιγά μη,ena se paro me sikoti stamata sigha mi
10,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1156.24,1163.84,σουρώσω πολύ αστείο ώρα που το σκέφτομαι,suroso poli astio ora pu to sceftome
11,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1159.52,1166.679,λαλώ να βγάλω κι εγώ λόγο έχω πολλά να πω,lalo na vghalo ci egho logho echo pola na po
12,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1163.84,1170.28,πολλά ακούω τζαί με ζών τα,pola akuo dze me zon da
13,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1166.679,1173.039,φίδια ξέρω ήντα έννα πω έννα πω ότι πίσω από,fithja ksero ida ena po ena po oti piso apo
14,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1170.28,1177.96,έναν πετυχημένο άντρα κρύβεται μία,enam betiçimeno adra krivete mia
15,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1173.039,1180.919,σημαντική γυναίκα τζαί αυτή είμαι εγώ,simadici jineka dze afti ime egho
16,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1177.96,1183.44,χειρότερα παναγία μου άσε διαμαντή μου,çirotera panajia mu ase thiamadi mu
17,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1180.919,1189.799,έννα την κρατήσω εγώ κάτσε κάτ να πά σου,ena tiŋ ɡratiso egho katse kat na pa su
18,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1183.44,1195.88,φέρω ένα καφέ καλά καλά καλά άσε με έννα,fero ena kafe kala kala kala ase me ena
19,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1189.799,1197.64,βγάλω λόγο καθιστή α α ωρέ στη μακρή,vghalo logho kathisti alf alfa ore sti makri
20,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1195.88,1199.679,κανόνισε τώρα που κοκάλωσε να τα,kanonise tora pu kokalose na ta
21,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1197.64,1202.64,ξεράσεις όλα μόνη σου τζαί να γίνει ρομς,kserasis ola moni su dze na jini roms
22,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1199.679,1202.64,ξεκουμπωτες ες το,ksekubotes es to
23,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1202.919,1206.48,χαμαί,chame
24,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1206.48,1211.8,α έτσι,alfa etsi
25,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1209.84,1214.89,ωραία,orea
26,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1215.96,1219.36,αυτά εγώ,afta egho
27,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1220.4,1228.64,είμαι μπορείς να βρεις κάποιο καλό,ime boriz na vris kapio kalo
28,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1223.96,1228.64,ετεκτ ναι στον κήπο,etekt ne stoŋ ɡipo
29,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1228.919,1235.96,θέλω να παρακολουθήσεις έναν συνεργάτη,thelo na parakoluthisis enan sinerghati
30,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1231.44,1235.96,μου εντάξει κάνε λιγκρίν τζαί τα,mu edaksi kane liŋɡrin dze ta
31,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1241.6,1248.08,λέμε σε είδα που έφυγες από το γλέντι,leme se itha pu efijes apo to ghledi
32,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1244.88,1250.64,βαρέθηκες ναι μάλλον έχω πιει λίγο,varethicez ne malon echo pçi ligho
33,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1248.08,1253.52,παραπάνω δε σταματάνε ποτέ οι ρακές εδώ,parapano the stamatane pote i races etho
34,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1250.64,1258.6,στην κρήτη ε α αυτό ξαναπές,stiŋ ɡriti epsilon alf afto ksanapes
35,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1253.52,1260.559,το ξέχασα να σου πω θυμάσαι τζείνη την,to ksechasa na su po thimase dzini tin
36,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1258.6,1262.64,πουρέκκα που που είχες όταν ήμασταν εδώ,pureka pu pu içes otan imastan etho
37,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1260.559,1266.44,στα χανιά τη απ την αθήνα πώς τη λέγαν,sta chanya ti ap tin athina pos ti leghan
38,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1262.64,1268.679,αγγελική τη συνάντησα προχθές ναι ζει,aŋɡelici ti sinadisa prochthez ne zi
39,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1266.44,1272.279,μόνιμα πια εδώ στην κρήτη ναι μου το,monima pça etho stiŋ ɡriti ne mu to
40,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1268.679,1274.84,είπε ασχολείται με τις ελιές ε ναι,ipe ascholite me tis eʎes epsilon ne
41,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1272.279,1278.279,ανταλλάξαμε τηλέφωνο μου είπε για την,adalaksame tilefono mu ipe ja tin
42,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1274.84,1279.6,καταστροφή που πάθανε την οικονομική,katastrofi pu pathane tin ikonomici
43,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1278.279,1283.72,μάλλιστα,malista
44,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1279.6,1286.96,στα πε όλα για το παιδί ποιο παιδί α την,sta pe ola ja to pethi pio pethi alfa tin
45,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1283.72,1289.039,κόρη της την είχε μαζί την είδα ναι ήντα,kori tis tin içe mazi tin itha ne ida
46,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1286.96,1291.559,τίποτα άσε,tipot ase
47,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1289.039,1296.08,άλλη ώρα εν είμαι κι εγώ καλά,ali ora en ime ci egho kala
48,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1291.559,1301.679,σήμερα πάμε όι βαρέθηκα έννα,simera pame oɪ varethika ena
49,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1296.08,1304.76,φύγω ωραία όπως θες εγώ έννα φύγω για κάτι,figho orea opos thes egho ena figho ja kati
50,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1301.679,1306.799,δουλειές μετά από το γλέντι εκτός κρήτης,thuʎez meta apo to ghledi ektos kritis
51,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1304.76,1310.12,έννα λείψεις πολλές,ena lipsis poles
52,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1306.799,1313.84,μέρες εξαρτάται,meres eksartate
53,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1313.84,1319.679,ήντα με ρώτησες αν είχες κανένα νέο απ τη,ida me rotises an içes kanena neo ap ti
54,/kaggle/input/audio-files/Audio_Files/Dl80ukaKazI.wav,1317.279,1321.96,γυναίκα σου,jineka su
