,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2308.359,2311.52,μετά το χειρουργείο που μου λέγατε ότι,meta to çirurjio pu mu leghate oti
1,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2309.88,2313.64,είχατε κάποιο πρόβλημα με την υγεία σας,ichate kapio provlima me tin ijia sas
2,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2311.52,2315.68,αλλά τίποτα εν ανταποκρινόταν το,ala tipota en adapokrinotan do
3,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2313.64,2318.56,τηλέφωνό σας είστε καλά στην υγεία σας ι,tilefono sas iste kala stin ijia sas iota
4,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2315.68,2321.8,είμαι καλά απλώς έχασα το κινητό έννα σας,ime kala aplos echasa to cinito ena sas
5,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2318.56,2325.64,έπαιρνα αλλά όταν μετέφερα τις επαφές,epern ala otan metefera tis epafes
6,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2321.8,2329.079,στο καινούργιο έχασα το δικό σας μάλιστα,sto cenurjo echasa to thiko saz malista
7,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2325.64,2333.44,τζαί τώρα έννα μου δώσετε τον καινούργιο,dze tora ena mu thosete toŋ cenurjo
8,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2329.079,2333.44,σας αριθμό ναι βεβαίως ε,sas arithmo ne veveos epsilon
9,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2333.839,2337.839,γράψετε ακούω,ghrapsete akuo
10,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2343.52,2349.839,ωραία έννα σας πάρω αύριο κιόλας α ωραία,orea ena sas paro avrio colas alfa orea
11,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2346.839,2351.9,έννα χαρώ πολύ να σας,ena charo poli na sas
12,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2349.839,2355.55,ακούσω χάλικα,akuso chalika
13,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2368.96,2374.319,κύριε,cirie
14,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2370.04,2376.839,διαμαντή έπεσα μύ μούρ με το ματθαίο ναι,thiamadi epesa mi mur me to mattheo ne
15,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2374.319,2381.0,βρήκα μια,vrika mnya
16,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2376.839,2383.88,δικαιολογία ναι μου ζήτησε το κινητό,thiceolojia ne mu zitise to cinito
17,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2381.0,2386.04,φυσικά του έδωσα ένα ψεύτικο,fisika tu ethosa ena pseftiko
18,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2383.88,2393.32,αριθμό δερβος,arithmo thervos
19,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2399.04,2406.0,όμορφο,omorfo
20,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2401.079,2408.24,γδς κατάρ βρ,ghamatheltasighma katar vitaro
21,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2406.0,2413.48,στο,sto
22,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2408.24,2417.88,περιβόλι μας γιδες,perivoli maz jithes
23,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2413.48,2419.48,κατάρ στο πρβ,katar sto pirovita
24,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2417.88,2422.839,τορο,toro
25,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2419.48,2422.839,περβόλι μας,pervoli mas
26,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2426.319,2434.839,μορφ,morf
27,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2434.839,2439.319,δ,thelta
28,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2436.96,2441.68,μορ,mor
29,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2439.319,2444.319,γδ,ghamathelta
30,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2441.68,2448.319,κατρ,katr
31,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2444.319,2448.319,το περιβλημα,to perivlima
32,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2459.72,2463.839,αμάν πια μέχρι τελευταία ώρα στα μέλια,amam bça mechri teleftea ora sta meʎa
33,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2462.2,2466.2,έχουμε τζαί δουλειές ήντα να κάνουμε άντε,echume dze thuʎes ida na kanume ade
34,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2463.839,2469.68,πάμε ήντα έτσι έννα ρθεις γιατί ήντα έχω σε,pame ida etsi ena rthiz jati ida echo se
35,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2466.2,2471.44,δεξίωση πάμε ρακές έννα πίνουμε πρώτον εν,theksiosi pame races ena pinume proton en
36,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2469.68,2473.0,έννα πίνεις χωρίς μέτρο γιατί μετά εν,ena pinis choriz metro jati meta en
37,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2471.44,2475.04,ξέρεις ήντα κάνεις τζαί δεύτερον πήγαινε να,kseris ida kanis dze thefterom bijene na
38,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2473.0,2477.079,βάλεις ένα πουκάμισο βασιλική από σήμερα,valis ena pukamiso vasilici apo simera
39,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2475.04,2479.28,κομμένες οι διαταγές σε μένα έννα μιλάς,komenes i thiatajes se mena ena milas
40,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2477.079,2481.44,ευγενικά έννα μου λες σε παρακαλώ αν θες,evjenika ena mu les se parakalo an thes
41,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2479.28,2485.119,μπορείς να πας να αλλάξεις πουκάμισο,boriz na paz n alaksis pukamiso
42,/kaggle/input/audio-files/Audio_Files/dmUVN4nWOfA.wav,2481.44,2486.839,μηνά πρόσεχε πολύ το παρατραβάς αύριο έννα,mina proseçe poli to paratravas avrio ena
