,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,775.76,780.399,καλύτερη Ναι Δεκάρα Καλά Δηλαδή είμαι,kaliteri ne thekara kala thilathi ime
1,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,778.8,781.92,νέος Γι αυτό ακριβώς νιώθω ότι απλώς,neoz ji afto akrivoz nyotho oti aplos
2,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,780.399,784.0,εξερευνώ αυτά τα πράγματα Για μένα είναι,ekserevno afta ta praghmata ja mena ine
3,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,781.92,785.279,σαν να θέλω να καταλάβω,san na thelo na katalavo
4,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,784.0,786.8,εννεν τόσο νέα Πιθανότατα τα έσιει πιλέ,enen doso nea pithanotata ta esji pile
5,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,785.279,791.399,καταλάβει αυτά Είναι περίπου χρονών,katalavi afta ine peripu chronon
6,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,786.8,794.72,Εγώ είμαι Εσύ είσαι Πού είναι το μωρό,egho ime esi ise pu ine to moro
7,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,791.399,796.959,Στάση Στάση Πότε πιστεύετε ότι ένα άτομο,stasi stasi pote pistevete oti en atomo
8,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,794.72,799.12,χρειάζεται ψυχοθεραπεία Ποια είναι τα,chrçazete psichotherapia pia ine ta
9,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,796.959,800.32,κρίσιμα σημεία για να καταλάβεις ότι χρειάζεσαι,krisima simia jana katalavis oti chrçazese
10,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,799.12,801.6,θεραπεία Επειδή πολλοί άνθρωποι,therapia epithi poli anthropi
11,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,800.32,803.2,ντρέπονται να πάνε στη θεραπεία Το,drepode na pane sti therapia to
12,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,801.6,805.6,κρίσιμο λοιπόν τιτσίν είναι πριν νομίζεις ότι,krisimo lipon ditsin ine prin nomizis oti
13,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,803.2,807.36,το χρειάζεσαι,to chrçazese
14,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,805.6,809.519,Καλά Βρίσκομαι λοιπόν στο κρίσιμο τιτσίν Χρειάζομαι,kala vriskome lipon sto krisimo titsin chrçazome
15,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,807.36,811.12,θεραπεία Αν βρίσκεσαι στο σημείο,therapi an vriscese sto simio
16,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,809.519,814.519,που το σκέφτεσαι,pu to sceftese
17,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,811.12,817.68,σημαίνει ότι το έχεις,simeni oti to eçis
18,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,814.519,819.279,πιλέ το χρειάζεσαι πραγματικά εννεν,pile to chrçazese praghmatika enen
19,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,817.68,821.8389999999999,κάτι που χρειάζεται να,kati pu chrçazete na
20,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,819.279,823.68,σκέφτεσαι πια Θαρκούμαι ότι η ψυχοθεραπεία,sceftese pça tharkume oti i psichotherapia
21,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,821.8389999999999,825.279,είναι για όλους τζαί θαρκούμαι ότι είναι,ine ja olus dze tharkume oti ine
22,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,823.68,827.8389999999999,υπέροχο να ξεκινήσει ο καθένας κάποια,iperocho na ksecinisi o kathenas kapia
23,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,825.279,830.079,στιγμή στη ζωή του επειδή έχουμε βιώσει,stighmi sti zoi tu epithi echume viosi
24,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,827.8389999999999,832.9590000000001,τραύματα από την παιδική ηλικία Έχουμε προγονικό,travmat apo tim bethici ilicia echume proghoniko
25,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,830.079,835.76,τραύμα Έχουμε βιώσει τραύμα πολύ πριν καν,travma echume viosi travma poli priŋ ɡan
26,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,832.9590000000001,838.9590000000001,καταλάβουμε ότι το έχουμε βιώσει Μμμ Έτσι από,katalavume oti to echume viosi mimimi etsi apo
27,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,835.76,839.9590000000001,τη στιγμή που βρισκόμασταν στη μήτρα της,ti stighmi pu vriskomastan sti mitra tis
28,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,839.9590000000001,846.16,μητέρας μας στο μας στα κύτταρά μας φέρουμε,miteraz mas sto mas sta citara mas ferume
29,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,844.399,849.12,αυτά τα κύτταρα της μητέρας μας τζαί των,afta ta citara tiz miteraz mas dze ton
30,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,846.16,851.44,γενεών πριν από εμάς Τζαί,jeneom brin apo emas dze
31,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,849.12,853.36,σε αυτά τα κύτταρα όι μόνο,se afta ta citara oɪ mono
32,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,851.44,856.68,μεταφέρεις το γαίμα τους αλλά μεταφέρεις τζαί το,metaferis to jema tus ala metaferis dze to
33,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,853.36,859.44,τραύμα τζαί τα δυνατά τους σημεία,travma dze ta thinata tus simia
34,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,856.68,862.48,Επομένως αυτό ζει μαζί μας σε όλη,epomenos afto zi mazi mas se oli
35,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,859.44,865.519,μας τη ζωή τζαί έχουμε αυτά τα μοτίβα,mas ti zoi dze echume afta ta motiva
36,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,862.48,868.079,που μπορούν να εμφανιστούν στη ζωή μας τα οποία,pu borun na emfanistun sti zoi mas ta opia
37,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,865.519,870.88,μπορεί να κουβαλάμε βάρη,bori na kuvalame vari
38,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,868.079,872.399,όπως η διαταραχή μετατραυματικού στρες η,opos i thiataraçi metatravmatiku stres ita
39,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,870.88,874.72,αφοσίωση,afosiosi
40,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,872.399,876.32,στους γονείς μας σε κάποιον στην,stuz ghoniz mas se kapion stin
41,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,874.72,879.04,οικογένεια Τζαί αυτό ακριβώς είναι το αντικείμενο στο οποίο,ikojenya dze afto akrivos ine to adicimeno sto opio
42,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,876.32,882.8,ειδικεύομαι στους οικογενειακούς αστερισμούς,ithicevome stus ikojenyakus asterismus
43,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,879.04,886.16,που είναι η εξέταση των συνδέσεων,pu ine i eksetasi ton sintheseon
44,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,882.8,890.199,τζαί της δυναμικής μέσα στην οικογένεια τζαί,dze tiz thinamiciz mesa stin ikojenya dze
45,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,886.16,893.6,μέσα στους προγόνους Πώς λοιπόν οι,mesa stus proghonus poz lipon i
46,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,890.199,896.24,πρόγονοι μπορούν να σε στηρίξουν σε αυτή τη ζωή,proghoni borun na se stiriksun se afti ti zoi
47,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,893.6,898.399,τζαί πώς μπορείς να σπάσεις αυτά τα γενεαλογικά,dze poz boriz na spasis afta ta jenealojika
48,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,896.24,900.8,μοτίβα τζαί το τραύμα που,motiva dze to travma pu
49,/kaggle/input/audio-files/Audio_Files/7M4DQHf1J2A.wav,898.399,904.32,σου έσιει μεταδοθεί μέσω της,su esji metathothi meso tis
