,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,5.5600000000000005,13.599,έρωτας με το φιλίνα,erotaz me to filina
1,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,10.2,16.84,τρέμει ψάχνω στα,tremi psachno sta
2,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,13.599,19.48,διάφανα νερά,thiafana nera
3,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,16.84,23.64,νυχτερινό,nichterino
4,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,19.48,25.84,μελτέμ κ από την όχθη,meltem kap apo tin ochthi
5,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,23.64,28.96,χύνονται στου,çinode stu
6,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,25.84,31.559,ποταμο τα,potamo ta
7,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,28.96,38.239,βάθη μη,vathi mi
8,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,31.559,38.239,κόκκινο κρασί να ξερει ψαν τα,kocino krasi na kseri psan da
9,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,41.2,46.92,πάθη εμείς ίδια εν ξεμπερδεύουμε θόλο,pathi emis ithja eŋ ɡzeberthevume tholo
10,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,44.559,48.6,μελινα σε νοιάζομαι πολύ γι αυτό τζαί έννα,melina se nyazome poli ji afto dze ena
11,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,46.92,50.28,σε αφήσω να ζήσεις για λίγο αυτή την,se afiso na zisiz ja ligho afti tin
12,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,48.6,52.12,αυταπάτη του ευτυχισμένου γάμου που,aftapati tu eftiçismenu ghamu pu
13,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,50.28,53.719,πιστεύεις πως έχεις ήντα εννοείς εν,pistevis pos eçis ida enois en
14,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,52.12,55.84,μπορείς να κρατήσεις άλλο το στόμα σου,boriz na kratisis alo to stoma su
15,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,53.719,58.16,κλειστό θέλω να πω στην αναστασία όλη,klisto thelo na po stin anastasia oli
16,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,55.84,60.399,την αλήθεια σιγά θες να βγουν οι νεκροί,tin alithça sigha thez na vghun i nekri
17,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,58.16,62.359,από τον τάφο το μόνο που θέλω είναι τη,apo ton dafo to mono pu thelo ine ti
18,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,60.399,64.64,ζωή μου πίσω βαρέθηκα να μου λες,zoi mu piso varethika na mu les
19,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,62.359,66.72,συνέχεια ψέματα μόνο για την αγγελική,sineça psemata mono ja tin aŋɡelici
20,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,64.64,68.64,σου είπα ψέματα επειδή είσαι ενοχλεί,su ipa psemata epithi ise enochli
21,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,66.72,71.52,ξέρω επίσης ότι κάποια στιγμή βρεθήκατε,ksero episis oti kapia stighmi vrethikate
22,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,68.64,74.56,τζαί σε πολύ σιεροκουτάλα φάση αλόπως έχεις το,dze se poli sjerokutala fasi alopos eçis to
23,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,71.52,77.72,τηλέφωνο της μελίνας όι ήντα το θες θέλω,tilefono tiz melinas oɪ ida to thes thelo
24,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,74.56,79.84,να ακούσω τη φωνή της θυμάσαι που είχε,n akuso ti foni tis thimase pu içe
25,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,77.72,82.32,καταχωρήσει ένα νούμερο αχιλλέας ως,katachorisi ena numero açileas os
26,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,79.84,85.56,διευθυντή τράπεζας τζαί με παραμύθιασμα,thiefthidi trapezas dze me paramithiasma
27,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,82.32,87.92,ελένη ναι ε λοιπόν εγώ πιστεύω ότι ήταν,eleni ne epsilon lipon egho pistevo oti itan
28,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,85.56,91.4,η μελίνα αυτά που μου λες είναι λόγια,i melin afta pu mu les ine loja
29,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,87.92,93.24,δικά του ο ίδιος μα θος θτα είπε σε,thika tu o ithioz ma thos thta ipe se
30,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,91.4,95.68,θέλει να γυρίσεις πίσω ο άθλιος ο,theli na jirisis piso o athʎos omikron
31,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,93.24,98.04,απατεώνας ήντα ξαφνικά τον βρίζεις εσύ,apateonas ida ksafnika ton vrizis esi
32,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,95.68,100.28,θείε μην μπερδεύεις τις δουλειές με τα,thie min berthevis tiz thuʎez me ta
33,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,98.04,102.64,κρεβάτια ανηψιά το ότι διψά τζαί πουλάει,krevati anipsia to oti thipsa dze pulai
34,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,100.28,104.799,την ψυχή του στο διάολο για το ππαράς τον,tim bziçi tu sto thiaolo ja to paras ton
35,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,102.64,108.96,κάνει φιλόδοξο επιχειρηματία τζαί αυτό με,kani filothokso epiçirimatia dze afto me
36,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,104.799,111.56,βολεύει θυμάστε ο άνθρωπος που ανέλαβε,volevi thimaste o anthropos pu anelave
37,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,108.96,115.799,πριν χρόνια το τροχαίο δυστύχημα των,prin chronya to troçeo thistiçima ton
38,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,111.56,117.68,γονιών μου έξω από το ρέ εξαρχής εν το,ghonyon mu ekso apo to re eksarçis en do
39,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,115.799,120.88,θεώρησα τροχαίο,theorisa troçeo
40,/kaggle/input/audio-files/Audio_Files/H-W4CVMs6l8.wav,117.68,122.719,ατύχημα καλά εσύ εν παρακαλούσε να τον,atiçima kala esi em barakaluse na ton
