,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2530.44,2539.04,ναι εσύ,ne esi
1,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2533.359,2542.119,πολύ γιατί σήμερα ήσουνα εδώ μαζί,poli jati simera isuna etho mazi
2,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2539.04,2545.28,μου σήμερα εν με ενδιέφερε τίποτα άλλο,mu simera en me enthiefere tipot alo
3,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2542.119,2548.72,παρά να σώσουμε το γάμο μας να σώσουμε,para na sosume to ghamo maz na sosume
4,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2545.28,2550.92,το γάμο μας λάθος λέξη,to ghamo maz lathoz leksi
5,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2548.72,2553.4,μ να,mi na
6,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2550.92,2555.96,κρατήσουμε ναι εν ήταν τζαί η καλύτερη,kratisume ne en itan dze i kaliteri
7,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2553.4,2558.119,επιλογή αλλά τα κάνω όπως εν την άκουσα,epiloji ala ta kano opos en din akusa
8,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2555.96,2558.119,ήντα,ida
9,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2563.28,2566.28,λέει,lei
10,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2566.52,2569.52,ναι,ne
11,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2570.52,2577.96,λέγε,leje
12,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2572.16,2577.96,ναι έρκουμαι έρκουμαι ναι έρκουμαι,ne erkume erkume ne erkume
13,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2579.599,2584.2,έχουμε πρόβλημα στο κτήμα πρέπει να,echume provlima sto ktima prepi na
14,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2586.64,2592.0,φύγω άσε με αναστασία έχω τα χαμαί μου,figho ase me anastasia echo ta chame mu
15,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2589.839,2594.319,άνθρωπος είμαι κι εγώ εν μπορώ να σας,anthropos ime ci egho en boro na sas
16,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2592.0,2596.52,κάνω συνέχεια τον καραγκιόζη πάω να,kano sineça toŋ ɡaraŋɡiozi pao na
17,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2594.319,2599.72,ξαπλώσω τα νεύρα μου εννεν σε καλή,ksaploso ta nevra mu enen se kali
18,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2596.52,2600.8,κατάσταση ρε δάφνη σίγουρα εν θες να,katastasi re thafni sighura en thez na
19,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2599.72,2604.52,μου πεις ήντα,mu pis ida
20,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2600.8,2606.119,συμβαίνει εν έχω να σου πω κάτι είμαι,simveni en echo na su po kati ime
21,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2604.52,2608.76,πολύ κουρασμένη,poli kurasmeni
22,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2606.119,2610.599,τελευταία πολύ ωραία πήγαινε να,teleftea poli orea pijene na
23,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2608.76,2615.359,ξαπλώσεις τζαί εγώ έννα μείνω εδώ μέχρι να,ksaplosis dze egho ena mino etho mechri na
24,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2610.599,2618.76,ρθει ο θείος τζαί ότι θελεις να μου πεις,rthi o thios dze oti theliz na mu pis
25,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2615.359,2620.92,εντάξει τελικά είσαι πολύ γλυκό κόρη,edaksi telika ise poli ghliko kori
26,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2618.76,2624.28,τζαί στο παίζει,dze sto pezi
27,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2620.92,2629.72,σκληρή έχεις τζαί εσύ τις πληγές,skliri eçis dze esi tis plijes
28,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2624.28,2629.72,σου όλοι έχουμε τις πληγές μας,su oli echume tis plijez mas
29,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2660.96,2667.319,ναι εγώ,ne egho
30,/kaggle/input/audio-files/Audio_Files/_ESlzBYrDN0.wav,2663.319,2667.319,είμαι αναστασία,ime anastasia
