,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1275.08,1280.72,Οπότε ετύπωθα εδώ,opote etipotha etho
1,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1278.72,1283.32,τζαί που επήγα στην αστυνομία να επέμεναν,dze pu epigha stin astinomia na epemenan
2,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1280.72,1285.919,να μου πουν ήντα έγινε το με τον,na mu pun ida ejine to me ton
3,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1283.32,1289.12,Αλέξανδρο τον Λούγκο Μάλιστα,aleksanthro ton luŋɡo malista
4,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1285.919,1290.64,Εντάξει Ε μου αναφέρναν ονομά Είπα μου,edaksi epsilon mu anafernan onoma ipa mu
5,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1289.12,1292.76,προσπαθούσαν να μου το μαζίσουν Είπα,prospathusan na mu to mazisun ipa
6,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1290.64,1296.48,μου ναι έγινε,mu ne ejine
7,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1292.76,1298.679,Ε ήταν ένα μωρό που τη Ρουμανίαν σοβαρά,epsilon itan ena moro pu ti rumanian sovara
8,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1296.48,1302.88,τραβανδιστή σοβαρά,travanthisti sovara
9,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1298.679,1304.76,Ε ντάξει τζαί μη είναι τώμη η κουβέντα με,epsilon daksi dze mi ine tomi i kuveda me
10,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1302.88,1307.48,το θέμα Αλεξανδρου εν ήξερα ούτε ο,to them aleksanthru en iksera ute omikron
11,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1304.76,1309.32,όνομαν ούτε τίποτα Ούτε μου είπαν στην,onoman ute tipota ute mu ipan stin
12,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1307.48,1312.08,αστυνομία Εντάξουν προσωπικά δεδομένα,astinomia edaksum brosopika thethomena
13,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1309.32,1315.84,έννα μου λαλούσαν τα πλάσματα,ena mu lalusan da plasmata
14,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1312.08,1317.84,Πάππαλλα πάντων Τζαί μετά μετά ε πήγα,papala padon dze meta meta epsilon pigha
15,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1315.84,1321.48,στομάρι,stomari
16,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1317.84,1324.0,Ε δηλαδή μετά από δύο μήνες θαρκούμαι τρεις,epsilon thilathi meta apo thio mines tharkume tris
17,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1321.48,1326.279,ήταν Μάρτης Απρίλης,itan martis aprilis
18,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1324.0,1327.88,Απρίλη προς Μάη Παραπλω Ναι Απρίλη,aprili proz maɪ paraplo ne aprili
19,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1326.279,1329.96,πράγμα προς Μάη μου που ήταν Ναι Τζαί,praghma proz maɪ mu pu itan ne dze
20,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1327.88,1332.559,όταν στο Μάριο γιατί έπιασε Ε πήγα για,otan sto mario jati epçase epsilon pigha ja
21,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1329.96,1335.2,να βάλω δικηγόρο Για Για τη διερεύνηση,na valo thicighoro ja ja ti thierevnisi
22,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,1332.559,1337.76,του θανατηφόρου Ήθελα να έχω σύμβουλο,tu thanatiforu ithela na echo simvulo
