,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2167.88,2174.52,νόμιζα ήντα θες να κάνεις,nomiza ida thez na kanis
1,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2170.48,2178.119,πίσω τζαί τα σχέδιά μας,piso dze ta sçethia mas
2,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2174.52,2181.52,ευριδικη εν συμφώνησα σε τίποτα εν,evrithici en simfonisa se tipota en
3,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2178.119,2183.8,κατάλαβες είσαι υποχρεωμένος να,katalaves ise ipochreomenoz na
4,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2181.52,2185.68,συμφωνήσεις εν θαρκούμαι ότι θέλεις να,simfonisis en tharkume oti theliz na
5,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2183.8,2188.359,μάθουν οι ματθαίο ποιος έβαλε το σιέρι,mathun i mattheo pios evale to sjeri
6,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2185.68,2191.0,του για να γίνει ξύδι το κρασί τους,tu jana jini ksithi to krasi tus
7,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2188.359,2194.24,όξα αλόπως,oks alopos
8,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2191.0,2194.24,θέλεις ήντα,thelis ida
9,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2196.92,2202.64,λες μπορείς να θυμώνεις όσο,lez boriz na thimonis oso
10,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2200.4,2207.48,θέλεις σου πάει,thelis su pai
11,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2202.64,2207.48,εξάλλου σε κάνει πιο ελκυστικό,eksalu se kani pço elcistiko
12,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2220.16,2223.96,τα,ta
13,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2220.88,2225.92,μαθες ήντα να μάθω ήντα έγινε καταστροφή,mathes ida na matho ida ejine katastrofi
14,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2223.96,2227.64,άνοιξαν όλα τα βαρέλια στην κύπρο τζαί το,aniksan ola ta vareʎa stiŋ ɡipro dze to
15,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2225.92,2230.88,κρασί είναι χαλασμένο ξύδι σου λέει ο,krasi ine chalasmeno ksithi su lei omikron
16,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2227.64,2230.88,διαμαντής τα έσιει βάλει με το,thiamadis ta esji vali me to
17,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2236.359,2242.64,ματθαίο δηλαδή έπαθαν καταστροφή οι,mattheo thilathi epathaŋ ɡatastrofi i
18,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2239.72,2244.56,άνθρωποι τζαί πώς μπορεί να έγινε αυτό ήντα,anthropi dze poz bori na ejine afto ida
19,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2242.64,2247.72,να σου πω ότι ξέρεις ξέρω ο διαμαντής,na su po oti kseris ksero o thiamadis
20,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2244.56,2250.52,εν μου πε περισσότερα είναι να σκάσει,en mu pe perissotera ine na skasi
21,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2247.72,2253.76,υπάρχει περίπτωση να είναι σαμποτάζ ήντα,iparçi periptosi na ine sabotaz ida
22,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2250.52,2256.64,σαμποτάζ να έβαλε κάποιος στο σιέρι του,sabotaz na evale kapios sto sjeri tu
23,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2253.76,2258.16,ποιος ο διαμαντής μου είπε ότι ο μαθές,pios o thiamadiz mu ipe oti o mathes
24,/kaggle/input/audio-files/Audio_Files/WSschQZEFI8.wav,2256.64,2259.76,εν αφίνει κανέναν να πάει στα βαρέλια,en afini kanenan na pai sta vareʎa
