,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1774.84,1778.36,ανάστατη Μου είπε ότι του τηλεφωνά αλλά,anastati mu ipe oti tu tilefona ala
1,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1777.279,1781.0,εν,en
2,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1778.36,1783.76,ανταποκρίνεται Ήντα συμβαίνει Ματθαίο,adapokrinete ida simveni mattheo
3,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1781.0,1785.519,Τίποτα εν συμβαίνει στετέ απλά η,tipota en simveni stete apla ita
4,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1783.76,1787.76,Ευριδίκη πρέπει να καταλάβει ότι ο,evrithici prepi na katalavi oti omikron
5,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1785.519,1790.72,Αχιλλέας έσιει δουλειές,açileas esji thuʎes
6,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1787.76,1793.24,Δε μου λες τον,the mu les ton
7,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1790.72,1796.039,καλύπτεις Ήντα δουλειές,kaliptis ida thuʎes
8,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1793.24,1797.88,έχετε με γυναίκες,eçete me jineces
9,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1796.039,1800.76,Δουλειές Στετέ,thuʎes stete
10,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1797.88,1802.919,δουλειές Σταμάτα να είσαι καχύποπτη,thuʎes stamata na ise kaçipopti
11,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1800.76,1805.279,Άντε τζαί πάμε να φύγεις τώρα γιατί έχω,ade dze pame na fijis tora jati echo
12,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1802.919,1810.0,να πάω στο γραφείο ραντεβού,na pao sto ghrafio radevu
13,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1805.279,1810.0,Άντε Η γιά σου είναι,ade i ja su ine
14,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1821.88,1826.519,Πήρα τηλέφωνο την κυρία Κωνσταντίνα τζαί,pira tilefono tiŋ ɡiria konstadina dze
15,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1823.76,1828.559,της είπα ότι χτυπήσατε Τρελάθηκε Έχω,tis ipa oti chtipisate trelathice echo
16,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1826.519,1831.08,εντολή να την πάρω ξανά τζαί να της πω,edoli na tim baro ksana dze na tis po
17,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1828.559,1832.72,αλόπως το σπάσατε Είναι στο πρακτορείο,alopos to spasate ine sto praktorio
18,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1831.08,1835.72,τζαί ακόμα να παραλάβει το δέμο από τον,dze akoma na paralavi to themo apo ton
19,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1832.72,1837.72,Πειραιά Φωνάτε κυρία Δάφνη μου Θέλετε,pirea fonate ciria thafni mu thelete
20,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1835.72,1840.24,να πάρω τηλέφωνο ένα ταξί να σας πάει,na paro tilefono ena taksi na sas pai
21,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1837.72,1842.48,στο νοσοκομείο Σιγά μην πάω τζαί στο,sto nosokomio sigha mim bao dze sto
22,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1840.24,1843.72,νεκροτομείο Πες στην Κωνσταντίνα ότι,nekrotomio pes stiŋ ɡonstadina oti
23,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1842.48,1845.159,είμαι καλά τζαί να κάνει τη δουλειά της,ime kala dze na kani ti thuʎa tis
24,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1843.72,1847.84,τζαί πήγαινε να κάνεις τζαί στη δική σου,dze pijene na kanis dze sti thici su
25,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1845.159,1849.159,Άντε άντε άντε Αχ σας ευχαριστώ που,ade ade ade ach sas efcharisto pu
26,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1847.84,1852.399,με,me
27,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1849.159,1853.84,περιθάλυψατε Αχ γιατρός είστε Α Όι,perithalipsate ach jatros iste alfa oɪ
28,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1852.399,1856.44,όι Απλώς ένα δύο πράγματα από πρώτες,oɪ aplos ena thio praghmat apo protes
29,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1853.84,1857.32,βοήθειες τα γνωρίζω Αχ ωραία ωραία,voithçes ta ghnorizo ach orea orea
30,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1856.44,1860.72,Α εν,alfa en
31,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1857.32,1864.6,συστηθήκαμε Μάρκος Χατζής Δάφνη,sistithikame markos chadziz thafni
32,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1860.72,1867.279,Νικολάου Όσο για το Για ποιο Για αυτό,nikolau oso ja to ja pio ja afto
33,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1864.6,1870.159,που πετάχτηκε από την τσάντα μου εν,pu petachtice apo tin dzada mu en
34,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1867.279,1872.48,είδα τίποτα Α ωραία Γιατί αν βλέπατε,itha tipot alfa orea jati an vlepate
35,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1870.159,1874.72,έννα μπορούσα να σας εξηγήσω Ε σας,ena borusa na sas eksijiso epsilon sas
36,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1872.48,1875.72,ευχαριστώ πολύ Πάντως πρέπει να φύγω,efcharisto poli pados prepi na figho
37,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1874.72,1879.159,Μπορείτε να,borite na
38,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1875.72,1882.159,περπατήσετε Ναι Καλύτερα από πριν Γεια,perpatisete ne kaliter apo prin ja
39,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1879.159,1882.159,σας,sas
40,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1888.6,1893.08,Έφυγε η κυρία Δάφνη Ναι Ε τζαί από ότι,efije i ciria thafni ne epsilon dze apo oti
41,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1890.96,1894.88,κατάλαβα η κυρία είναι φίλοι με την,katalava i ciria ine fili me tin
42,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1893.08,1897.279,ιδιοκτήτρια που έσιει το καφενείο Έτσι,ithioktitria pu esji to kafenio etsi
43,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1894.88,1899.559,Ναι Είναι κολλητές Έχουνε τζαί κάποια,ne ine kolites echune dze kapia
44,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1897.279,1902.679,μακρνή συγγένεια Ωραία γυναίκα κυρία,makrni siŋɡenya orea jineka ciria
45,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1899.559,1905.679,Δάχνημια Ε ναι ναι Πολύ εντυπωσιακή,thachnimia epsilon ne ne poli ediposjaci
46,/kaggle/input/audio-files/Audio_Files/uD9BrAsDVt8.wav,1902.679,1905.679,γυναίκα,jineka
