,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,421.72,427.12,σας,sas
1,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,423.16,428.53,διέκοψα όι ευρυτικη ο νεκτάριος έννα,thiekopsa oɪ evritici o nektarios ena
2,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,427.12,432.57,πήγαινε στη γυναίκα,pijene sti jineka
3,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,435.479,441.599,του πονάς όι τώρα πια,tu ponas oɪ tora pça
4,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,439.56,444.639,όι στην,oɪ stin
5,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,441.599,446.199,κρήτη βρήκα την ευκαιρία να μιλήσω λίγο,kriti vrika tin efceria na miliso ligho
6,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,444.639,449.44,με τον,me ton
7,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,446.199,451.0,αχιλλέα του είπα ότι έννα τον περιμένει,açilea tu ipa oti ena tom berimeni
8,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,449.44,454.52,όσο κιι αν,oso ci an
9,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,451.0,455.639,χρειαστεί αχα βρε δική μου ήντα καρκιά,chrçasti acha vre thici mu ida karca
10,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,454.52,459.84,είσαι,ise
11,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,455.639,462.96,εσύ ήθελα να σου ζητήσω να τον,esi ithela na su zitiso na ton
12,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,459.84,468.24,συγχωρέσεις ότι κι αν αποφασίσει όξα να,siŋchoresis oti ci an apofasisi oksa na
13,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,462.96,471.479,μείνει όξα να φύγει γαίμα σου είναι όι εν,mini oksa na fiji jema su ine oɪ en
14,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,468.24,476.479,μπορεί να γίνει αυτό το πράμα τώρα αν,bori na jini afto to prama tor an
15,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,471.479,478.479,μείνει εδώ αλλάζει αλλά όι έτσι όι,mini etho alazi ala oɪ etsi oɪ
16,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,476.479,479.32,νιώθω τεράστια ευγνωμοσύνη για τη,nyotho terastia evghnomosini ja ti
17,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,478.479,480.639,στήριξή σου,stiriksi su
18,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,480.639,486.52,τζαί σε ευχαριστώ εγώ σε,dze se efcharisto egho se
19,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,483.72,489.599,ευχαριστώ που συνεχίζεις να αγαπάς αυτό,efcharisto pu sineçiziz n aghapas afto
20,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,486.52,491.01,τον ηλίθιο που εν ξέρει ήντα γυναίκα,ton ilithio pu eŋ ɡzeri ida jineka
21,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,489.599,497.98,θησαυρό,thisavro
22,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,504.52,509.879,έσιει ναι φίλε μπορεί τζαί να είναι στην,esji ne file bori dze na ine stin
23,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,507.44,512.24,αθήνα η μελίνα σου λαλώ τσάκωσα τη,athina i melina su lalo tsakosa ti
24,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,509.879,516.68,βασιλική να φεύγει με ένα τεράστιο σάκου,vasilici na fevji me ena terastio saku
25,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,512.24,520.24,αγιάς έννα τρελαθώ αν εν μάθω λες να ταν,ajas ena trelatho an en matho lez na tan
26,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,516.68,521.88,φάρσα ήντα να σου πω αν η βασιλική είχε,farsa ida na su po an i vasilici içe
27,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,520.24,523.36,μιαδύο μέρες άδεια έννα σου έλεγα ότι,miathio meres athça ena su elegha oti
28,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,521.88,524.8,είναι αδύνατο να πηγαίνεις στο λονδίνο,ine athinato na pijenis sto lonthino
29,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,523.36,526.92,τζαί ότι ίσως το τηλεφώνημα που δέχτηκες,dze oti isos to tilefonima pu thechtices
30,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,524.8,528.76,να έχεις κάποια βάση όμως εγώ ψάρεψα ένα,na eçis kapia vasi omos egho psarepsa ena
31,/kaggle/input/audio-files/Audio_Files/1ZtuNK4utho.wav,526.92,530.6,τύπο τζιαμέ στο ραδιοφωνικό σταθμό τζαί μου,tipo dziame sto rathiofoniko stathmo dze mu
