,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1374.84,1381.08,σου να είναι να νιώθει όμορφα,su na ine na nyothi omorfa
1,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1382.12,1388.36,Ναι εν ξέρω Ενώ εντάξει εγώ απλά,ne eŋ ɡzero eno edaksi egho apla
2,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1386.4,1391.84,ενοχλείε με πειράζει με ενοχλεί επειδή,enochlie me pirazi me enochli epithi
3,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1388.36,1395.32,κάποια άτομα γράφουν απλά κουρκτικά,kapi atoma ghrafun apla kurktika
4,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1391.84,1397.6,μαλακίες τζαί εγώ είμαι σε φάση εγώ,malacies dze egho ime se fasi egho
5,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1395.32,1400.159,απλά κάθομαι τζαί σκέφτομαι είμαι σε φάση,apla kathome dze sceftome ime se fasi
6,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1397.6,1403.679,κάθεσαι τζιαμέ ρε τζαί μου γράφεις,kathese dziame re dze mu ghrafis
7,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1400.159,1407.48,αυτά τα πράγματα ενώ άμα άμα εγώ να,afta ta praghmata eno am ama egho na
8,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1403.679,1410.12,βάλω αυτά τα άτομα στη θέση μου για να,valo afta t atoma sti thesi mu jana
9,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1407.48,1413.64,δουν πόσο δύσκολη είναι η δουλειά,thum boso thiskoli ine i thuʎa
10,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1410.12,1416.32,μου τζαί πόσο πόσα πόσα ενέργεια,mu dze poso posa posa enerja
11,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1413.64,1421.2,διαβάλω σε αυτό μετά να με καταλάβουν,thiavalo se afto meta na me katalavun
12,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1416.32,1421.2,Ναι Ξέρεις ήντα έννα κανα εγώ στη θέσή σου,ne kseris ida ena kana egho sti thesi su
13,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1421.32,1425.08,δηλαδή αν μου αν είχα αν έκαν να,thilathi an mu an ich an ekan na
14,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1423.36,1426.36,δημιουργήσω αυτόν το τζαί άκουρα,thimiurjiso afton do dze akura
15,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1425.08,1428.88,τα εν τον καλέσει να θ να,ta en doŋ ɡalesi na thita na
16,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1426.36,1431.4,μιλήσουμε μαζί εδώ,milisume mazi etho
17,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1428.88,1433.52,Ξέρεις πόσους έπρεπε τότε να κάνω ξέρεις,kseris posus eprepe tote na kano kseris
18,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1431.4,1435.159,τη δηλαδή εγώ έννα το έκανα έννα ανακίνων ας,ti thilathi egho ena to ekana en anacinon as
19,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1433.52,1439.039,πούμε όλοι αυτοί που μου γράφουν,pume oli afti pu mu ghrafun
20,/kaggle/input/audio-files/Audio_Files/waj0MsgxoCw.wav,1435.159,1440.679,οποιοσδήποτε μπορεί να έρθει μούχτιν εδώ,opiosthipote bori na erthi muchtin etho
