,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,3868.72,3872.06,Ευχαριστούμε είστε εδώ Ευχαριστούμε,efcharistume iste etho efcharistume
1,/kaggle/input/audio-files/Audio_Files/Om5qWcbwBFA.wav,3870.039,3876.32,πολύ Να στε καλά,poli na ste kala
2,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,3.56,11.48,Βαθήμιο ο,vathimio omikron
3,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,5.72,15.08,έρωτας με το φιλί να τρένει,erotaz me to fili na treni
4,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,11.48,17.119,σάχνω στα διάφανα,sachno sta thiafana
5,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,15.08,19.68,νερά,nera
6,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,17.119,23.76,νυχτεριν,nichterin
7,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,19.68,28.48,ελτένη κι από την όχθη,elteni ci apo tin ochthi
8,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,23.76,31.719,χύνονται στου πότα μου τα,çinode stu pota mu ta
9,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,28.48,33.239,βάθη ποτάμι,vathi potami
10,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,31.719,35.0,κόκκινο,kocino
11,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,33.239,39.399,κρασί να,krasi na
12,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,35.0,39.399,ξεδιψαν τα πάθη,ksethipsan da pathi
13,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,49.199,55.079,Θέλω να πω δύο λόγια για χατήρη της,thelo na po thio loja ja chatiri tis
14,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,51.879,58.039,γυναίκες μου αλλά τζαί για να καλωσορίσω,jinecez mu ala dze jana kalosoriso
15,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,55.079,60.6,τους καλεσμένους μας σε αυτό το παλιό,tus kalesmenuz mas se afto to paʎo
16,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,58.039,62.48,έθυμο Τα καζανίματα όπως τα λέμε στην,ethimo ta kazanimata opos ta leme stin
17,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,60.6,64.0,Κρήτη εν πρέπει να καταλάβει τίποτα,kriti em brepi na katalavi tipota
18,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,62.48,66.08,μέχρι να πατήσω το πούδι μου στο Λονδίνο,mechri na patiso to puthi mu sto lonthino
19,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,64.0,68.4,τζαί έσσω της Μελίνας Το κατάλαβα,dze esso tiz melinas to katalava
20,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,66.08,71.439,κολλητέ Λοιπόν μόλις προσγειωθείς,kolite lipon molis prosjothis
21,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,68.4,73.479,πάρε με αμέσως τηλέφωνο Να σου πω το,pare me amesos tilefono na su po to
22,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,71.439,75.68,σσεπέττος πώς έννα το πάρω Έδωσα το κινητό σου,ssepetos pos ena to paro ethosa to cinito su
23,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,73.479,77.68,στον άνθρωπο μας τζιαμέ έννα σε πάρει μόλις,ston anthropo mas dziame ena se pari molis
24,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,75.68,79.92,προσγειωθείς,prosjothis
25,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,77.68,82.15899999999999,Η αδερφή του Σήφη του,i atherfi tu sifi tu
26,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,79.92,84.439,Γιαννακάκη Πολύ κοντά τις έσυβες για να,janakaci poli koda tis esivez jana
27,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,82.15899999999999,86.32,της μιλήσεις στη γιορτή Αυτός ο πελάτης,tiz milisis sti jorti aftos o pelatis
28,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,84.439,88.68,ο Γερμανός αν μας κάτσει είναι πολύ,o jermanos an mas katsi ine poli
29,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,86.32,91.0,σημαντικός γερός επενδυτής εν ξέρει ήντα,simadikoz jeros epenthitis eŋ ɡzeri ida
30,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,88.68,92.88,έσιει Κ αυτός ο θάνος σήμερα έβρε να,esji kap aftos o thanos simera evre na
31,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,91.0,94.96,λείπει εν σε λαόνουμαι εσένα έννα τον,lipi en se laonume esena ena ton
32,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,92.88,97.0,αντιμετωπίσεις μια χαρά τζαί μόνος σου,adimetopisiz mnya chara dze monos su
33,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,94.96,99.119,Καλή τύχη,kali tiçi
34,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,97.0,100.88,Σου αρέσει ο Αντώνης που δουλεύει στη,su aresi o adonis pu thulevi sti
35,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,99.119,104.52,δουλειά των,thuʎa ton
36,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,100.88,106.24,μπαμπά έννα τον παντρευτείς,baba ena tom badreftis
37,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,104.52,109.96,Ήντα είπες τώρα,ida ipes tora
38,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,106.24,112.32,Μαρίνα Πώς σου ήρθε τώρα αυτό,marina pos su irthe tor afto
39,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,109.96,114.0,Σε είδα που το χάδερεψες στο βούκκα τζαί,se itha pu to chatherepses sto vuka dze
40,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,112.32,117.32,τον κοίταζες όπως τα αέρα που είναι όλα,toŋ citazes opos t aera pu ine ola
41,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,114.0,121.2,τα πλέον Ήντα είναι,ta pleon ida ine
42,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,117.32,123.159,αυτό Ε,afto epsilon
43,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,121.2,126.88,Πού το βρήκες,pu to vrices
44,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,123.159,126.88,Τίποτα εν,tipota en
45,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,144.879,150.519,Ωραία Κόλα Εδώ ακριβώς είναι ένα,orea kola etho akrivos ine ena
46,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,147.16,152.07999999999998,χρόνο Ε έννα σε διαλύσω,chrono epsilon ena se thialiso
47,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,150.519,155.44,Άσε,ase
48,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,152.07999999999998,155.44,Ω ω,omegha omegha
49,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,166.56,168.84,Μελίνα,melina
50,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,173.239,175.36,Ελί,eli
51,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,193.519,196.519,Λίνα,lina
52,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,200.48,203.64,λίνα Ελ,lina el
53,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,231.76,234.239,εν σηκώνουν,en sikonun
54,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,236.079,240.64,σαμπουκάδες Συνεχίζεις κανονικά τη,sabukathes sineçizis kanonika ti
55,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,238.319,244.56,δουλειά που σου έχω αναθέσει μέχρι το,thuʎa pu su echo anathesi mechri to
56,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,240.64,246.959,πάππαλλα Εντάξει Εντάξει Το,papala edaksi edaksi to
57,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,244.56,248.28,ξεχνάμε Αν με συγχωρείς Ήτανε μια,ksechname an me siŋchoris itane mnya
58,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,246.959,251.28,κακιά,kaca
59,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,248.28,253.519,στιγμή Πολλές κακές στιγμές έχω,stighmi poles kaces stighmes echo
60,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,251.28,256.519,εντοπίσει τώρα τελευταία Να μην,edopisi tora teleftea na min
61,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,253.519,256.519,ξανασυμβεί,ksanasimvi
62,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,262.079,265.96,μέχρι να τελειώσεις τη δουλειά,mechri na teʎosis ti thuʎa
63,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,266.24,272.24,Έτσι έννα σε πάω Ήντα εννοείς έννα σε,etsi ena se pao ida enois ena se
64,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,270.24,275.24,παρακολουθώ στο λέον για να μην,parakolutho sto leon jana min
65,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,272.24,275.24,παρεξηγηθούμε,pareksijithume
66,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,290.96,295.16,Κατάλαβες Κατάλαβες κατόπεδο εν έννα μας,katalaves katalaves katopetho en ena mas
67,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,293.88,296.68,χάνεις εσύ άνωκάτω επειδή είσαι,chanis esi anokato epithi ise
68,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,295.16,298.16,κακομαθημένο,kakomathimeno
69,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,296.68,299.56,Αν τολμήσεις να ανοίξεις το στόμα σου,an dolmisiz n aniksis to stoma su
70,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,298.16,302.08,τζαί πεις οτιδήποτε για μένα τζαί τον,dze pis otithipote ja mena dze ton
71,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,299.56,306.039,Αντώνη ξέχασε τζαί το άλογο τζαί το,adoni ksechase dze to alogho dze to
72,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,302.08,307.6,πουλάρι τζαί τα δύο Λοιπόν πάω στο,pulari dze ta thio lipom bao sto
73,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,306.039,312.039,περίπτερο να πάρω ένα μπουκαλάκι νερό,periptero na paro ena bukalaci nero
74,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,307.6,312.039,τζαί σε λεπτά φύγαμε Κατάλαβες,dze se lepta fighame katalaves
75,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,334.84000000000003,339.199,Μαρίνα έννα σε σκοτώσω,marina ena se skotoso
76,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,426.28,430.84,Αχ Παναγία,ach panajia
77,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,427.599,431.96,μου Αχ Ήντα έγινε Ήντα χάλια είναι αυτά,mu ach ida ejine ida chaʎa ine afta
78,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,430.84,435.039,Αχ,ach
79,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,431.96,438.759,Μεδυρομηνάς όμως στο μάχη μου Α τον,methirominas omos sto maçi mu alfa ton
80,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,435.039,441.919,αλίτη Γιατί Γιατί ήντα έγινε τζαί Σέδηρε Ο,aliti jati jati ida ejine dze sethire omikron
81,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,438.759,443.52,Σίβης είναι στο Λονδίνο έσιει σσεπέττος,sivis ine sto lonthino esji ssepetos
82,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,441.919,445.84,Τηλεφωνώ στη Μελίνα αλλά εν το,tilefono sti melina ala en do
83,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,443.52,447.84,απαντάει Πω πω λαόνουμαι εδάφη τους,apadai po po laonume ethafi tus
84,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,445.84,450.16,ανακάλυψε Αχ Θεέ μου γιατί μας,anakalipse ach thee mu jati mas
85,/kaggle/input/audio-files/Audio_Files/czp1lOiY0Kc.wav,447.84,452.199,συμβαίνουν όλα αυτά εν μπορώ Πρέπει να,simvenun ol afta en boro prepi na
