,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2397.44,2402.92,αυτό χρειάστηκε μεγάλη διαδικασία,afto chrçastice meghali thiathikasia
1,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2400.0,2405.599,Έτρεχα εγώ στη συνέχεια στο,etrecha egho sti sineça sto
2,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2402.92,2408.359,δικαστήριο έκανα επιστολές στον πρόεδρο,thikastirio ekana epistoles stom broethro
3,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2405.599,2410.28,τζαί σομπαγνούβες τζαί μετά μου λέει έλα,dze sobaghnuves dze meta mu lei ela
4,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2408.359,2413.079,την Πέπτη να σου το δώσω Μου είπεν ο,tim bepti na su to thoso mu ipen omikron
5,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2410.28,2415.44,πρόεδρος του δικαστηρίου τότε τζαί είπε,proethros tu thikastiriu tote dze ipe
6,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2413.079,2417.839,ήντα τζείνη ήταν του Δεκέμβρη του Αγίου,ida dzini itan du thecemvri tu ajiu
7,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2415.44,2420.48,Νικολάου Θυμά πολύ καλά ενημέρωσε ο,nikolau thima poli kala enimerose omikron
8,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2417.839,2423.88,δικηγόρο μου μας τζαί πήγαμε στο,thicighoro mu mas dze pighame sto
9,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2420.48,2427.2,δικαστήριο τζαί μας έδωσε ο ο πρόεδρος,thikastirio dze mas ethose o o proethros
10,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2423.88,2431.599,του δικαστηρίου το την το πόρισμα τζαί,tu thikastiriu to tin do porisma dze
11,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2427.2,2434.599,όι η θανατικός ανακριτής που ήταν τότε,oɪ i thanatikos anakritis pu itan dote
12,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2431.599,2436.64,Λοιπόν ε μετά που είδαμε ότι,lipon epsilon meta pu ithame oti
13,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2434.599,2439.56,προσομιάζει με αυτοκτονία εγώ έγινα έξω,prosomiazi me aftoktonia egho ejina ekso
14,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2436.64,2443.52,φρενό τζαί πήρα τηλέφωνο την δικηγόρο μου,freno dze pira tilefono tin thicighoro mu
15,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2439.56,2446.52,στην Αθήνα τζαί αντίο πριν μου λέει,stin athina dze adio prin mu lei
16,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2443.52,2448.599,περίμενε να δούμε ήντα απόφαση έννα βγάλουν,perimene na thume id apofasi ena vghalun
17,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2446.52,2451.16,Διότι όταν τις έδειξα τις φωτογραφίες,thioti otan dis ethiksa tis fotoghrafies
18,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2448.599,2453.56,αυτές τζαί μου λένε βρέθηκε ο άνθρωπος,aftes dze mu lene vrethice o anthropos
19,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2451.16,2456.76,μου λέει που να είπαν ότι αυτόν το σώμαν,mu lei pu na ipan oti afton do soman
20,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2453.56,2459.599,έπεσε από ύψος τελειών Αυτό λένε,epese apo ipsos teʎon afto lene
21,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2456.76,2460.96,τζαί σε αυτόν βασιστήκαν τζαί μου λέει,dze se afton vasistikan dze mu lei
22,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2459.599,2462.56,Συγνώμη μου λέει Αλλά τζαί ο πιο,sighnomi mu lei ala dze o pço
23,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2460.96,2464.72,βλάκας να δει αυτές τις φωτογραφίες εν,vlakaz na thi aftes tis fotoghrafies en
24,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2462.56,2466.88,έννα το λέγαν αυτό Μου λέει Κοίταξε ήντα,ena to leghan afto mu lei citakse ida
25,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2464.72,2468.8,πόρισμα έννα βγάλει έννα βγει μου λέει,porisma ena vghali ena vji mu lei
26,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2466.88,2470.92,Τζαί να μου το πεις τζαί έννα μαζέψω τους,dze na mu to pis dze ena mazepso tus
27,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2468.8,2472.359,ιατροδικαστές της Αθήνας τζαί έννα κατεβούν,iatrothikastes tis athinas dze ena katevun
28,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2470.92,2474.68,στην κ Άρα άρα εσείς λέτε ότι είναι,stiŋ kap ar ara esiz lete oti ine
29,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2472.359,2477.04,πολύ προγενές στρατηγικούς που ζητούσατε,poli projenes stratijikus pu zitusate
30,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2474.68,2478.52,την εκταφή Ναι βέβαια βέβαια Αυτό,tin ektafi ne vevea veve afto
31,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2477.04,2481.76,θέλετε να πείτε Λοιπόν κοιτάξτε Τζαί,thelete na pite lipoŋ citakste dze
32,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2478.52,2483.68,μετά οι οποίοι που πήραμε το πόρισμα μου,meta i opii pu pirame to porisma mu
33,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2481.76,2486.16,βρήκε δύο ιατροδικαστές στην Αθήνα τζαί,vrice thio iatrothikastes stin athina dze
34,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2483.68,2488.28,πήγα τζαί τους είδα ξεχωριστά ο ένας από,pigha dze tus itha ksechorista o enas apo
35,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2486.16,2490.24,το άλλο Ούτε γνώριζαν ο ένας ότι έννα δω,to alo ute ghnorizan o enas oti ena tho
36,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2488.28,2493.56,τον άλλο Να δούμε τις απόψεις τους τζαί,ton alo na thume tis apopsis tus dze
37,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2490.24,2495.319,τα τέριαζα τζαί τέριασαν τελείως οι,ta teriaza dze teriasan delios i
38,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2493.56,2497.319,απόψεις των ιατροδικαστών Ένας ήταν ο,apopsis ton iatrothikaston enas itan omikron
39,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2495.319,2498.8,Ορθέας Περίδης ο οποίος τον εφέραμε τζαί,ortheas perithis o opios ton eferame dze
40,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2497.319,2501.04,στο δικαστήριο τζαί ο άλλος ήτανε ο,sto thikastirio dze o alos itane omikron
41,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2498.8,2503.72,σιόρ Φίλιππος Κουτσάφτης που ήτανε,sjor filipos kutsaftis pu itane
42,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2501.04,2507.28,προϊστάμενος της ιατροδικαστικής υσίας,proɪstamenos tis iatrothikasticis isias
43,/kaggle/input/audio-files/Audio_Files/ktvQVf7mQs8.wav,2503.72,2511.4,Αθηνών τζαί μας έδωσε εμπόρισμα το,athinon dze mas ethose eborisma to
