,audio_filepath,start,end,text,pronunciation
0,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,926.8,932.56,είμαι,ime
1,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,929.56,932.56,ευχαριστώ,efcharisto
2,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,935.0,940.319,εντάξει βάνη μου σε παρακαλώ μη μιλήσεις,edaksi vani mu se parakalo mi milisis
3,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,938.319,942.88,σιγά παιδάκι μου μη μιλήσεις γι αυτό που,sigha pethaci mu mi milisiz ji afto pu
4,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,940.319,945.12,είδες με πνίγεις εν έννα μιλήσω πώς να,ithez me pnijis en ena miliso poz na
5,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,942.88,948.56,μιλήσω αλλά απ τη στιγμή που εν μιλάω,miliso al ap ti stighmi pu en milao
6,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,945.12,950.839,είμαι συνένοχη μπράβο συγχαρητήρια πολύ,ime sinenoçi bravo siŋcharitiria poli
7,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,948.56,952.6,ωραία τα καταφέρατε ποια είναι η θέση,orea ta kataferate pia ine i thesi
8,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,950.839,955.88,μου ποια είναι η θέση μου αν μαθευτεί,mu pia ine i thesi mu an mathefti
9,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,952.6,957.56,μου λες εν σήμαινε τίποτα βλακεία ήταν,mu les en simene tipota vlacia itan
10,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,955.88,960.04,μια βλακεία ήταν εν έννα ξαναγίνει,mnya vlacia itan en ena ksanajini
11,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,957.56,962.519,εύχομαι να μην ξανα γίνει γιατί το σόι,efchome na miŋ ɡzana jini jati to soɪ
12,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,960.04,964.48,το ξέρεις πρόσεξε μελίνα έννα σας πάρουν,to kseris prosekse melina ena sas parun
13,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,962.519,966.759,το κκελλέ τζαί εν έννα πάρουν μόνο το δικό,to cele dze en ena parun mono to thiko
14,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,964.48,968.8,σας έννα πάρουν τζαί το δικό μου μα πώς το,sas ena parun dze to thiko mu ma pos to
15,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,966.759,971.12,κανες αυτό το πράγμα με αυτούς με αυτούς,kanes afto to praghma me aftuz me aftus
16,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,968.8,973.759,που υπάρχει προηγούμενο με την αναστασία,pu iparçi proɪghumeno me tin anastasia
17,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,971.12,975.92,εν ήταν κάτι σοβαρό εν ξέρω ήντα με,en itaŋ ɡati sovaro eŋ ɡzero ida me
18,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,973.759,978.0,έπιασε εν ξέρω πώς παρασύρθηκα έννα σου,epçase eŋ ɡzero pos parasirthika ena su
19,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,975.92,979.44,πω εγώ αντίδραση ήταν γιατί έμαθες ότι ο,po egho adithrasi itan jati emathes oti omikron
20,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,978.0,983.24,σήφης έσιει παιδιά αν τζαί εννεν,sifis esji pethia an dze enen
21,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,979.44,986.12,σίγουρο αυτό ακόμα βφ μη οργή σου μη,sighuro afto akoma vitafi mi orji su mi
22,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,983.24,987.959,μαθευτεί μα εν μπορώ να μιλήσω αν το,mathefti ma en boro na miliso an do
23,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,986.12,989.959,μάθει ο διαμαντής έννα πάθει εγκεφαλικό,mathi o thiamadis ena pathi eŋɡefaliko
24,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,987.959,991.639,τζαί ο σήφης έννα κάνει φονικό εν περίμενα,dze o sifis ena kani foniko em berimena
25,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,989.959,994.24,τέτοια επιπολαιότητα από σένα εγώ,tetia epipoleotit apo sena egho
26,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,991.639,996.639,τελείωσα εν ξέρω εν είδα εν άκουσα αν,teliosa eŋ ɡzero en itha en akus an
27,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,994.24,999.279,σου μίλησα ήταν για σου βάλλω μυαλό αλλά,su milisa itan ja su valo mialo ala
28,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,996.639,1001.36,τζαί ο άλλος φιλοξενούμενος έσσω μας,dze o alos filoksenumenos esso mas
29,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,999.279,1003.8,δώσε θάρρος στο χωριάτη να σε ανέβει στο,those tharos sto choriati na se anevi sto
30,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1001.36,1006.36,μονή αλλά δε φταίει αυτός αυτός είναι,moni ala the ftei aftos aftos ine
31,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1003.8,1008.199,άντρας εσύ του κουνήθηκες εμείς οι,adras esi tu kunithices emis i
32,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1006.36,1011.88,γυναίκες τους ξεσηκώνουν,jineces tus ksesikonun
33,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1008.199,1014.6,λοιπόν ότι έγινε έγινε,lipon oti ejine ejine
34,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1011.88,1017.959,τελείωσε σίγουρα τελείωσε,teliose sighura teliose
35,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1014.6,1022.16,σίγουρα για να δω εν με πιθε αυτό το,sighura jana tho en me pithe afto to
36,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1017.959,1025.88,βλέμμα σίγουρα στορκ ομαι δάφνη βλακεία,vlema sighura stork ome thafni vlacia
37,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1022.16,1028.16,ήταν κ έχουμε τώρα τζαί το σήφη να σε,itaŋ kapa echume tora dze to sifi na se
38,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1025.88,1029.559,υποχρεώνει να πας βόλτα μαζί του τζαί να,ipochreoni na paz volta mazi tu dze na
39,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1028.16,1032.36,τον ξεναγήσεις στα χανιά τον,toŋ ɡzenajisis sta chanya ton
40,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1029.559,1034.839,φιλοξενούμενο εγώ είδες ότι αρνήθηκα μου,filoksenumeno egho ithes oti arnithika mu
41,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1032.36,1036.76,είναι τζαί εμένα δύσκολο αλλά ο σήφης,ine dze emena thiskolo ala o sifis
42,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1034.839,1039.4,επέμενε ο διαμαντής πήρε τηλέφωνο ήντα να,epemene o thiamadis pire tilefono ida na
43,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1036.76,1041.72,έκανα α φωνάζουμε κιόλας πρόσεχε κακό,ekan alfa fonazume colas proseçe kako
44,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1039.4,1044.4,μίρα μου έννα συνεχώς αγκαλιά με τον άντρα,mira mu ena sinechos aŋɡaʎa me ton adra
45,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1041.72,1046.439,σου κολλημένη πάνω του βεντούζα για να,su kolimeni pano tu veduza jana
46,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1044.4,1049.799,πάρει ο άλλος το μήνυμα ότι τελείωσαν,pari o alos to minima oti teliosan
47,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1046.439,1051.52,όλα κατάλαβες α μα αυτά τζαί με αυτά εν,ola katalaves alfa ma afta dze me afta en
48,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1049.799,1053.96,διάβασα για την απεργία τζαί ήντα έννα λαλώ,thiavasa ja tin aperjia dze ida ena lalo
49,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1051.52,1056.16,εγώ με το δήμαρχο ε η κουβέντα πρέπει να,egho me to thimarcho epsilon i kuveda prepi na
50,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1053.96,1057.12,έσιει ένα επίπεδο αλόπως έμαθες ήντα έγινε,esji ena epipetho alopos emathes ida ejine
51,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1056.16,1061.28,με τις,me tis
52,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1057.12,1063.76,εξελίξεις ε βέβαια πού να μάθεις εσύ εσύ,ekseliksis epsilon vevea pu na mathis esi esi
53,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1061.28,1063.76,έκανες,ekanes
54,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1063.84,1069.08,άλλα ήντα έγινε όμορφη κατάλαβες πόσο μ,ala ida ejine omorfi katalaves poso mi
55,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1066.919,1071.24,αγαπάς τζαί με πήρες τηλέφωνο πρώτον πως,aghapas dze me pires tilefono protom bos
56,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1069.08,1072.48,μπήκες έτσι έσσω μου τζαί δεύτερον,bices etsi esso mu dze thefteron
57,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1071.24,1074.88,είσαι,ise
58,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1072.48,1076.44,κτίριο έβαλες δύο αλήτες να,ktirio evalez thio alitez na
59,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1074.88,1078.0,παρακολουθήσουν το αυτοκίνητό μου,parakoluthisun do aftocinito mu
60,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1076.44,1080.0,νομίζοντας πως είμαι εγώ κ αυτοί,nomizodas pos ime egho kap afti
61,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1078.0,1082.039,πλακώσανε τη με λίνα ήντα κατάλαβες μου,plakosane ti me lina ida katalavez mu
62,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1080.0,1084.76,λες ε καταρχήν εν ξέρω για ήντα πράγμα,les epsilon katarçin eŋ ɡzero ja ida praghma
63,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1082.039,1087.799,μιλάς τζαί δεύτερον χτυπήσανε τη μελίνα,milas dze thefteron chtipisane ti melina
64,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1084.76,1090.76,είναι καλά είναι εντάξει πες μου αλήθεια,ine kala ine edaksi pez mu alithça
65,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1087.799,1093.08,εσύ το έκανες τώρα με πληγώνεις μωρό μου,esi to ekanes tora me plighoniz moro mu
66,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1090.76,1096.36,λες τζαί εν με ξέρεις κάνεις σσύλλος που,les dze en me kseris kanis ssilos pu
67,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1093.08,1098.919,λάσσω είμαι έλα ρε αγαπούλα μου έλα να,lasso ime ela re aghapula mu ela na
68,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1096.36,1101.559,τα ξαναβρούμε άσε με άσε με μηνα επειδή,ta ksanavrume ase me ase me mina epithi
69,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1098.919,1104.0,σε ξέρω πες μου την αλήθεια την αλήθεια,se ksero pez mu tin alithça tin alithça
70,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1101.559,1105.72,σου λαλώ αγάπη μου την αλήθεια σου λαλώ,su lalo aghapi mu tin alithça su lalo
71,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1104.0,1108.36,εσύ πάλι γιατί πήγες τζαί δωσες το,esi pali jati pijes dze thoses to
72,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1105.72,1110.52,αυτοκίνητό σου στη μελίνα χάλασε το δικό,aftocinito su sti melina chalase to thiko
73,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1108.36,1112.88,της έλα πες μου εν έχω δει καθόλου το,tis ela pez mu en echo thi katholu to
74,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1110.52,1112.88,σήφη,sifi
75,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1113.48,1120.2,σήμερα ντάξει λάθος μου,simera daksi lathoz mu
76,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1117.6,1126.48,φύγε φύγε είπα,fije fije ipa
77,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1128.36,1135.12,τώρα είχα μια αγάπη μια φορά που εμοιαζε,tora icha mny aghapi mnya fora pu emiaze
78,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1135.6,1141.28,λίγο στη θλίψη μόνο με τη,ligho sti thlipsi mono me ti
79,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1141.76,1147.4,φτωχογειτονιά τζιαμέ που η σκέψη α προπατω,ftochojitonya dziame pu i scepsi alfa propato
80,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1146.0,1152.64,το,to
81,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1147.4,1152.64,φονιά για να τη δει αυτή,fonya jana ti thi afti
82,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1153.159,1157.0,γωνιά πώς να,ghonya poz na
83,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1159.039,1165.48,ξεφύγω μοιάζουν οι δρόμοι μας σπαθιά που,ksefigho miazun i thromi mas spathia pu
84,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1166.52,1171.799,συναντιούνται μέσα στην νύχτα τζαί ραΐδου,sinadiude mesa stin nichta dze raithu
85,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1170.32,1178.12,τη,ti
86,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1171.799,1183.6,σιωπή έμα στα χείλη τζαί στο βλέμα,sjopi ema sta çili dze sto vlema
87,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1178.12,1183.6,αστραπή πες μου ποιο στόμα να τα,astrapi pez mu pio stoma na ta
88,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1183.76,1190.4,πει τζαί πώς ξεχνιούνται,pi dze pos ksechnyude
89,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1190.4,1194.919,νειρο,niro
90,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1192.12,1197.64,μικρο αν χαθώ,mikro an chatho
91,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1194.919,1202.24,νωρίς τα με,noris ta me
92,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1197.64,1202.24,φυλαχτώ για να το,filachto jana to
93,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1226.679,1233.559,χωρίς ράψε δο,choriz rapse tho
94,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1230.559,1233.559,πουλιά,puʎa
95,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1236.24,1242.52,εστίασα αναστασία μου πολύ χάρηκα που,estias anastasia mu poli charika pu
96,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1240.039,1244.679,ήρθες ήμουνα έτοιμη να σε πάρω τηλέφωνο,irthes imuna etimi na se paro tilefono
97,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1242.52,1247.72,τζαί εν μ ένοιαζε τζαί να μου το κλείσεις,dze en mi enyaze dze na mu to klisis
98,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1244.679,1249.72,το γνωστό σου καφεδάκι ναι το γνωστό,to ghnosto su kafethaci ne to ghnosto
99,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1247.72,1253.4,πρώτα,prota
100,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1249.72,1255.76,όμως θέλω να σου πω δυο κουβέντες τζαί,omos thelo na su po thio kuvedes dze
101,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1253.4,1259.28,εν με νοιάζει τζαί να με,en me nyazi dze na me
102,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1255.76,1261.72,βρίσεις ήντα θες,vrisis ida thes
103,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1259.28,1265.559,τα νέα κυκλοφορούνε,ta nea cikloforune
104,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1261.72,1269.64,γρήγορα μα να πας να σκοτώσεις το,ghrighora ma na paz na skotosis to
105,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1265.559,1271.48,ματθαίο εσύ να σε κλείσουνε μέσα μικρό,mattheo esi na se klisune mesa mikro
106,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1269.64,1274.32,κόρη να χάσεις τα καλύτερα χρόνια της,kori na chasis ta kalitera chronya tis
107,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1271.48,1276.64,ζωής σου τζαί εσένα ήντα σε νοιάζει μου λες,zois su dze esena ida se nyazi mu les
108,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1274.32,1279.36,δικιά μου είναι ζωή εγώ την ορίζω μα,thica mu ine zoi egho tin orizo ma
109,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1276.64,1281.0,μετά από τόσα χρόνια γιατί γιατί είναι,meta apo tosa chronya jati jati ine
110,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1279.36,1284.6,δικό μου,thiko mu
111,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1281.0,1287.72,θέμα από αγάπη σου μιλάω αναστασία μου,them apo aghapi su milao anastasia mu
112,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1284.6,1289.32,δε χρειάζομαι ούτε αγάπη ούτε οίκτο ούτε,the chrçazome ute aghapi ute ikto ute
113,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1287.72,1291.88,συμπαράσταση,sibarastasi
114,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1289.32,1294.039,μια χαρά καθαρίζω τζαί μόνη μου οπότε,mnya chara katharizo dze moni mu opote
115,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1291.88,1298.4,κράτα τις συμβουλές σου για τον εαυτό,krata tis simvules su ja ton eafto
116,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1294.039,1301.88,σου ήσουνα πάντα κλειστό παιδί μα με,su isuna pada klisto pethi ma me
117,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1298.4,1305.12,σσεπέττος βρε κούκλα μου ας τον πλάκωνε στις,ssepetoz vre kukla mu as tom blakone stis
118,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1301.88,1306.96,κλωτσιές στις μπουνιές μα να κάνεις,klotsies stiz bunyez ma na kanis
119,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1305.12,1309.799,φωνισα,fonisa
120,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1306.96,1312.72,συνεχίσεις έννα συνεχίσω κ άμα θέλεις,sineçisis ena sineçiso kap ama thelis
121,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1309.799,1314.4,βρίσε με σαν τα κρύα τα νερά είσαι,vrise me san da kria ta nera ise
122,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1312.72,1316.12,βρε σε τζαί έναν άντρα να στανιάρεις,vre se dze enan adra na stanyaris
123,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1314.4,1318.559,κωνσταντίνο εν σου επιτρέπω μου,konstadino en su epitrepo mu
124,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1316.12,1320.679,επιτρέπεις εν μου επιτρέπεις χέστηκα,epitrepis en mu epitrepis çestika
125,/kaggle/input/audio-files/Audio_Files/ZWYyPQTHPD8.wav,1318.559,1323.4,από πότε έχεις να δεις τον εαυτό σου τον,apo pote eçiz na this ton eafto su ton
